Modelo,Accuracy,F1-Score,Loss,Mejor Epoca
EfficientNetV2S_CBAM,0.7891435262629642,0.4381044100818331,1.3291226515163208,17
MobileNetV3_CBAM,0.7466543994647039,0.4411699573651499,1.277563322936685,15
ResNet50_CBAM,0.7475744396119104,0.4492183642337216,1.0640727936025764,11
